CCTV,#genre#
CCTV6,http://119.8.31.109:35455/gaoma/cctv6.m3u8$LR•IPV4『线路9』
CCTV6,http://43.248.128.135:35455/gaoma/cctv6.m3u8$LR•IPV4『线路10』
CCTV6,mitv://generationnexxxt.com:19806/bcd8bbb9c46540a98045c37dce48b29a$LR•IPV4『线路11』
CCTV7,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8$LR•IPV6『线路1』
CCTV7,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1.m3u8$LR•IPV6『线路2』
CCTV7,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225733/2.m3u8$LR•IPV6『线路3』
CCTV7,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$LR•IPV6『线路4』
CCTV7,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$LR•IPV6『线路5』
CCTV7,http://www.douzhicloud.site:35455/gaoma/cctv7.m3u8$LR•IPV4『线路6』
CCTV7,http://tv.kmhlzxs.top:35455/gaoma/cctv7.m3u8$LR•IPV4『线路7』
CCTV7,http://43.248.128.135:35455/gaoma/cctv7.m3u8$LR•IPV4『线路8』
CCTV7,http://117.144.58.42:35455/gaoma/cctv7.m3u8$LR•IPV4『线路9』
CCTV7,http://49.74.145.161:35455/gaoma/cctv7.m3u8$LR•IPV4『线路10』
CCTV8,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$LR•IPV6『线路1』
CCTV8,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$LR•IPV6『线路2』
CCTV8,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8$LR•IPV6『线路3』
CCTV8,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226008/2.m3u8$LR•IPV6『线路4』
CCTV8,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$LR•IPV6『线路5』
CCTV8,http://nas.zyylover.homes:35455/gaoma/cctv8.m3u8$LR•IPV4『线路6』
CCTV8,http://www.terrykang.xyz:35455/gaoma/cctv8.m3u8$LR•IPV4『线路7』
CCTV8,http://tv.kmhlzxs.top:35455/gaoma/cctv8.m3u8$LR•IPV4『线路8』
CCTV8,http://www.douzhicloud.site:35455/gaoma/cctv8.m3u8$LR•IPV4『线路9』
CCTV8,http://43.248.128.135:35455/gaoma/cctv8.m3u8$LR•IPV4『线路10』
CCTV9,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$LR•IPV6『线路1』
CCTV9,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225734/2.m3u8$LR•IPV6『线路2』
CCTV9,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$LR•IPV6『线路3』
CCTV9,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$LR•IPV6『线路4』
CCTV9,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225734/index.m3u8$LR•IPV6『线路5』
CCTV9,http://www.douzhicloud.site:35455/gaoma/cctv9.m3u8$LR•IPV4『线路6』
CCTV9,http://43.248.128.135:35455/gaoma/cctv9.m3u8$LR•IPV4『线路7』
CCTV9,http://49.74.145.161:35455/gaoma/cctv9.m3u8$LR•IPV4『线路8』
CCTV9,http://119.8.31.109:35455/gaoma/cctv9.m3u8$LR•IPV4『线路9』
CCTV9,http://wab201.win:35455/gaoma/cctv9.m3u8$LR•IPV4『线路10』
CCTV10,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225730/2.m3u8$LR•IPV6『线路1』
CCTV10,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$LR•IPV6『线路2』
CCTV10,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$LR•IPV6『线路3』
CCTV10,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$LR•IPV6『线路4』
CCTV10,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225730/index.m3u8$LR•IPV6『线路5』
CCTV10,http://www.terrykang.xyz:35455/gaoma/cctv10.m3u8$LR•IPV4『线路6』
CCTV10,http://117.144.58.42:35455/gaoma/cctv10.m3u8$LR•IPV4『线路7』
CCTV10,http://li0580.top:35455/gaoma/cctv10.m3u8$LR•IPV4『线路8』
CCTV10,http://49.74.145.161:35455/gaoma/cctv10.m3u8$LR•IPV4『线路9』
CCTV10,http://nas.zyylover.homes:35455/gaoma/cctv10.m3u8$LR•IPV4『线路10』
CCTV11,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$LR•IPV6『线路1』
CCTV11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8$LR•IPV6『线路2』
CCTV11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225597/2.m3u8$LR•IPV6『线路3』
CCTV11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8$LR•IPV6『线路4』
CCTV11,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$LR•IPV6『线路5』
CCTV11,http://nas.zyylover.homes:35455/gaoma/cctv11.m3u8$LR•IPV4『线路6』
CCTV11,http://tv.kmhlzxs.top:35455/gaoma/cctv11.m3u8$LR•IPV4『线路7』
CCTV11,http://119.8.31.109:35455/gaoma/cctv11.m3u8$LR•IPV4『线路8』
CCTV11,http://49.74.145.161:35455/gaoma/cctv11.m3u8$LR•IPV4『线路9』
CCTV11,http://43.248.128.135:35455/gaoma/cctv11.m3u8$LR•IPV4『线路10』
CCTV12,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225731/2.m3u8$LR•IPV6『线路1』
CCTV12,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8$LR•IPV6『线路2』
CCTV12,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$LR•IPV6『线路3』
CCTV12,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$LR•IPV6『线路4』
CCTV12,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8$LR•IPV6『线路5』
CCTV12,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8$LR•IPV4『线路6』
CCTV12,http://www.terrykang.xyz:35455/gaoma/cctv12.m3u8$LR•IPV4『线路7』
CCTV12,http://117.144.58.42:35455/gaoma/cctv12.m3u8$LR•IPV4『线路8』
CCTV12,http://wab201.win:35455/gaoma/cctv12.m3u8$LR•IPV4『线路9』
CCTV12,http://119.8.31.109:35455/gaoma/cctv12.m3u8$LR•IPV4『线路10』
CCTV13,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8$LR•IPV6『线路1』
CCTV13,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226011/index.m3u8$LR•IPV6『线路2』
CCTV13,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226537/2.m3u8$LR•IPV6『线路3』
CCTV13,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$LR•IPV6『线路4』
CCTV13,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8$LR•IPV6『线路5』
CCTV13,http://39.164.160.249:9901/tsfile/live/0013_1.m3u8$LR•IPV4『线路6』
CCTV13,http://nas.zyylover.homes:35455/gaoma/cctv13.m3u8$LR•IPV4『线路7』
CCTV13,http://117.144.58.42:35455/gaoma/cctv13.m3u8$LR•IPV4『线路8』
CCTV13,http://wab201.win:35455/gaoma/cctv13.m3u8$LR•IPV4『线路9』
CCTV13,http://49.74.145.161:35455/gaoma/cctv13.m3u8$LR•IPV4『线路10』
CCTV14,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226591/index.m3u8$LR•IPV6『线路1』
CCTV14,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$LR•IPV6『线路2』
CCTV14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$LR•IPV6『线路3』
CCTV14,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$LR•IPV6『线路4』
CCTV14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8$LR•IPV6『线路5』
CCTV14,http://www.douzhicloud.site:35455/gaoma/cctv14.m3u8$LR•IPV4『线路6』
CCTV14,http://www.terrykang.xyz:35455/gaoma/cctv14.m3u8$LR•IPV4『线路7』
CCTV14,http://nas.zyylover.homes:35455/gaoma/cctv14.m3u8$LR•IPV4『线路8』
CCTV14,http://tv.kmhlzxs.top:35455/gaoma/cctv14.m3u8$LR•IPV4『线路9』
CCTV14,http://119.8.31.109:35455/gaoma/cctv14.m3u8$LR•IPV4『线路10』
CCTV15,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$LR•IPV6『线路1』
CCTV15,http://[2409:8087:1a0a:df::4038]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8$LR•IPV6『线路2』
CCTV15,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225601/2.m3u8$LR•IPV6『线路3』
CCTV15,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$LR•IPV6『线路4』
CCTV15,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225601/index.m3u8$LR•IPV6『线路5』
CCTV15,http://www.douzhicloud.site:35455/gaoma/cctv15.m3u8$LR•IPV4『线路6』
CCTV15,http://wab201.win:35455/gaoma/cctv15.m3u8$LR•IPV4『线路7』
CCTV15,http://li0580.top:35455/gaoma/cctv15.m3u8$LR•IPV4『线路8』
